track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,uri,popularity,release_date,image/height,image,image/width,songplay,url,n1
Beauty And A Beat,Glamii,38,Beauty And A Beat,36,0.746,0.866,-3.113,0,9,0.148,0.124,1.26e-05,0.596,0.519,128.054,4,138750,spotify:track:2X3ndhCUzeFL07CWpjxAet,45,2022-08-05,640,https://i.scdn.co/image/ab67616d0000b27368d782b857626fa7a5d1d3af,640,https://p.scdn.co/mp3-preview/0618844b87395bafe78a428c442d7fc38451ce14?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2X3ndhCUzeFL07CWpjxAet,Beauty And A Beat
Why,Padé,39,Why (with WLHELMINA),38,0.61,0.902,-4.351,0,11,0.0764,0.133,0.000333,0.119,0.478,186.049,3,154839,spotify:track:1kILaRa2DB5lHiIjCUR4et,34,2022-07-08,640,https://i.scdn.co/image/ab67616d0000b2737d208c738214784d296e4320,640,https://p.scdn.co/mp3-preview/75513557c4e8c32d3438fb498871970d2fb912ed?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1kILaRa2DB5lHiIjCUR4et,Why
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,68,Better Days (NEIKED x Mae Muller x Polo G),83,0.717,0.671,-5.077,0,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,160657,spotify:track:6f5ExP43esnvdKPddwKXJH,80,2021-09-24,640,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,640,https://p.scdn.co/mp3-preview/5b8a98b19e5fcca99dc880f865b8df70744bd444?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G)
The Motto,Tiësto,82,The Motto,87,0.754,0.763,-4.627,0,7,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,164819,spotify:track:18asYwWugKjjsihZ0YvRxO,84,2021-11-04,640,https://i.scdn.co/image/ab67616d0000b2736b64f7a7e0e7af3d604ab41e,640,https://p.scdn.co/mp3-preview/bf5bc1080a2416f74152f30febd4495e310c8140?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:18asYwWugKjjsihZ0YvRxO,The Motto
Need to Know,Doja Cat,88,Planet Her,85,0.664,0.609,-6.509,1,1,0.0707,0.304,0,0.0926,0.194,130.041,4,210560,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,82,2021-06-25,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/c707247354131537f5d7b0935f38db827711e76c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Need to Know
Whatever You Like,DLAY,34,Whatever You Like,49,0.687,0.679,-9.426,0,1,0.0432,0.109,0.000986,0.104,0.614,123.976,4,144677,spotify:track:2VCelUZGRUFXBQcSxCNaCb,45,2022-07-15,640,https://i.scdn.co/image/ab67616d0000b273bb2d8c39a93bef2ef415447a,640,https://p.scdn.co/mp3-preview/d114f6163f44af78a5843e2f7ab6b6e99949a5d9?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2VCelUZGRUFXBQcSxCNaCb,Whatever You Like
MONEY,LISA,70,LALISA,79,0.831,0.554,-9.998,0,1,0.218,0.161,6.12e-05,0.152,0.396,140.026,4,168228,spotify:track:7hU3IHwjX150XLoTVmjD0q,78,2021-09-10,640,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,640,https://p.scdn.co/mp3-preview/41755c0c31a875ea25221f43b284539522f11e81?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY
Freaks,Surf Curse,69,Freaks,85,0.345,0.941,-9.918,1,9,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,147062,spotify:track:7EkWXAI1wn8Ii883ecd9xr,85,2021-05-15,640,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,640,https://p.scdn.co/mp3-preview/a180c79931d9fc3ee88b502421ed836e434c4475?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Freaks
Heart of Glass,Nito-Onna,61,Heart of Glass,54,0.75,0.838,-5.132,1,9,0.124,0.194,7.99e-06,0.313,0.397,123.89,4,144245,spotify:track:0oJNUbobAD9a4oVjJGOqGy,49,2022-01-28,640,https://i.scdn.co/image/ab67616d0000b273cbf7fe46e49edbbffb5166fb,640,https://p.scdn.co/mp3-preview/752749ffdd3b88c185d93cae9e15d8123ca850f3?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0oJNUbobAD9a4oVjJGOqGy,Heart of Glass
Blinding Lights,The Weeknd,93,After Hours,90,0.514,0.73,-5.934,1,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,200040,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,90,2020-03-20,640,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,640,https://p.scdn.co/mp3-preview/579494c4709a8cc91687e487566c315dee104f9e?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights
Thot Shit,Megan Thee Stallion,82,Thot Shit,72,0.95,0.693,-3.424,1,9,0.0898,0.0133,0,0.173,0.891,130.02,4,184635,spotify:track:5zNW5ARjYhJQJz1AChP33n,70,2021-06-11,640,https://i.scdn.co/image/ab67616d0000b273bc4f7b30f8bbbb9af57ea212,640,https://p.scdn.co/mp3-preview/9b93bf5abda3501c4abe80cdc30c1f3ec9b9a29c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5zNW5ARjYhJQJz1AChP33n,Thot Shit
Mr. Saxobeat,Nito-Onna,61,Mr. Saxobeat,43,0.696,0.899,-5.812,0,6,0.144,0.131,0.00141,0.114,0.517,123.901,4,159927,spotify:track:7d39M6A52OeylPNEo5VKmO,39,2022-08-12,640,https://i.scdn.co/image/ab67616d0000b273602fa68f29596d277cc9290c,640,https://p.scdn.co/mp3-preview/0b72c2ca64ad4e42c701aee460e57065dccf5778?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7d39M6A52OeylPNEo5VKmO,Mr. Saxobeat
Moves Like Jagger,Timemachine,35,Moves Like Jagger,46,0.552,0.831,-7.228,0,6,0.194,0.0905,2.6e-05,0.44,0.733,127.851,4,199687,spotify:track:1L0XD6M8ofqs1kfiAhs0xY,35,2022-07-15,640,https://i.scdn.co/image/ab67616d0000b27394c3f00bcbac214d0903afcc,640,https://p.scdn.co/mp3-preview/e9998f4f8f287005839ee680ea5873bfe0278db5?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1L0XD6M8ofqs1kfiAhs0xY,Moves Like Jagger
Pumped Up Kicks,Madism,66,Pumped Up Kicks,75,0.669,0.687,-4.753,1,0,0.043,0.152,1.6e-05,0.308,0.386,123.903,4,145161,spotify:track:3Dzso9Q2WwupEclqgxBZht,73,2020-08-21,640,https://i.scdn.co/image/ab67616d0000b273253d1ca37954e766d14aeedd,640,https://p.scdn.co/mp3-preview/b9e2347b575068b3fa9ac3ee678456460cf9b143?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3Dzso9Q2WwupEclqgxBZht,Pumped Up Kicks
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,85,JORDI (Deluxe),82,0.713,0.676,-5.483,1,10,0.027,0.0377,0,0.154,0.721,99.048,4,227395,spotify:track:5zFglKYiknIxks8geR8rcL,80,2021-06-11,640,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,640,https://p.scdn.co/mp3-preview/4ef8c98086e2a44277b96c51df07ee2d2f7fac11?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5zFglKYiknIxks8geR8rcL,Beautiful Mistakes (feat. Megan Thee Stallion)
RAPSTAR,Polo G,83,RAPSTAR,49,0.789,0.536,-6.862,1,6,0.242,0.41,0,0.129,0.437,81.039,4,165926,spotify:track:18vXApRmJSgQ6wG2ll9AOg,81,2021-06-11,640,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,640,https://p.scdn.co/mp3-preview/d4d0db0533c2452c33cf9b8b03f736113736d699?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:18vXApRmJSgQ6wG2ll9AOg,RAPSTAR
Lies,Dame Dame,48,Lies,37,0.823,0.771,-6.055,0,9,0.0365,0.627,0.00101,0.271,0.658,122.015,4,156885,spotify:track:1MoCNaJBVDOMSMJMhIEjCR,37,2022-08-12,640,https://i.scdn.co/image/ab67616d0000b27333dc7d4ee0f10db1d5310ff7,640,https://p.scdn.co/mp3-preview/6f41cee7376eb587222e7de2b1cfbc811595dc99?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1MoCNaJBVDOMSMJMhIEjCR,Lies
Ready 4 Luv - TMLH Summer Mix,CAZZETTE,50,Ready 4 Luv (TMLH Summer Mix),55,0.679,0.869,-4.701,0,5,0.138,0.00969,1.32e-05,0.278,0.41,125.09,4,170040,spotify:track:4lwlSClFtOuybDhTQv1uvo,42,2022-04-29,640,https://i.scdn.co/image/ab67616d0000b273c9117eac1d0f463900c1395e,640,https://p.scdn.co/mp3-preview/979a49d4b140e2f650e8f1944108b5d1e1fe3df6?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4lwlSClFtOuybDhTQv1uvo,Ready 4 Luv - TMLH Summer Mix
Ain't Shit,Doja Cat,88,Planet Her,81,0.855,0.488,-4.601,1,3,0.208,0.506,0,0.347,0.619,124.097,4,174253,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,78,2021-06-25,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/24fc6bac0f95a95e246edf797ff1c92904c37e41?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,66,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),77,0.722,0.893,-3.255,0,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,4,116750,spotify:track:54OBgO0Xwu20Jak9TMXbR7,77,2021-01-21,640,https://i.scdn.co/image/ab67616d0000b273db24f6590f4ad36048076521,640,https://p.scdn.co/mp3-preview/8e9f39bacfb26987e9db1f0f252036d8c18666c8?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:54OBgO0Xwu20Jak9TMXbR7,Wellerman - Sea Shanty
So Pretty,Reyanna Maria,51,So Pretty,66,0.799,0.543,-6.094,0,10,0.24,0.0512,0.0425,0.134,0.25,187.906,4,85742,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,64,2021-01-20,640,https://i.scdn.co/image/ab67616d0000b27353e4e399bcf2fbbec81dc20d,640,https://p.scdn.co/mp3-preview/84b0cd984a4b3d3a8202cc02b2525b4bfea7e6f9?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,So Pretty
Todo De Ti,Rauw Alejandro,89,Todo De Ti,82,0.78,0.718,-3.605,0,3,0.0506,0.31,0.000163,0.0932,0.342,127.949,4,199604,spotify:track:4fSIb4hdOQ151TILNsSEaF,81,2021-05-20,640,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,640,https://p.scdn.co/mp3-preview/84c94731a402ce68ef12ef1722aaa84749b79bc6?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4fSIb4hdOQ151TILNsSEaF,Todo De Ti
Write This Down (Instrumental),SoulChef,55,Escapism: Instrumentals,1,0.826,0.738,-4.658,0,10,0.0444,0.00355,0.939,0.0633,0.781,93.005,4,188421,spotify:track:7liWX1fWlrWRTqvLVSKC2T,59,2016-03-23,640,https://i.scdn.co/image/ab67616d0000b273cb90b632a88bb2ecf264a475,640,https://p.scdn.co/mp3-preview/c55ee114d56a0a01719cdae93593878c408c86be?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7liWX1fWlrWRTqvLVSKC2T,Write This Down (Instrumental)
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,1,0,0.119,0.321,0,0.42,0.464,90.03,4,198082,spotify:track:4iJyoBOLtHqaGxP12qzhQI,84,2021-03-19,640,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,640,https://p.scdn.co/mp3-preview/7dd5799e846a656a055c8a6a35f28af3e7425d9d?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)
positions,Ariana Grande,87,positions,3,0.736,0.802,-4.759,1,0,0.0864,0.468,0,0.094,0.675,144.005,4,172325,spotify:track:35mvY5S1H3J2QZyna3TFe0,83,2020-10-30,640,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,640,https://p.scdn.co/mp3-preview/651f0402c22ebf353545396b35ffec207540c8dd?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:35mvY5S1H3J2QZyna3TFe0,positions
Slow Down,Coopex,60,Slow Down,0,0.715,0.72,-3.906,1,9,0.193,0.134,0,0.366,0.41,128.048,4,138779,spotify:track:6OTwXrm05DOjdZxQTNNktv,50,2022-08-19,640,https://i.scdn.co/image/ab67616d0000b273371949d146d83f3da2dccc22,640,https://p.scdn.co/mp3-preview/87bf5b5560fd1bfc90d348d90c481cceb413baa1?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:6OTwXrm05DOjdZxQTNNktv,Slow Down
What If,HOURS,35,What If,0,0.609,0.777,-5.879,1,6,0.0353,0.00162,1.28e-06,0.073,0.349,126.001,4,154286,spotify:track:3d65S7uVhCcFVk8nWnCHkP,43,2022-08-19,640,https://i.scdn.co/image/ab67616d0000b273ac22fd348d88233be261ece1,640,https://p.scdn.co/mp3-preview/5eaa5e4b7bd15943656dda8bf3bf6d5c7f38ef14?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3d65S7uVhCcFVk8nWnCHkP,What If
Running Away,VANO 3000,55,Running Away,72,0.58,0.696,-10.91,1,7,0.0408,0.66,0.852,0.145,0.721,93.688,4,111787,spotify:track:2lDODk7inZnmUHbIjUnIwP,68,2021-06-21,640,https://i.scdn.co/image/ab67616d0000b2730e99065b58152f36730caf33,640,https://p.scdn.co/mp3-preview/0591078b055e7ed99198006cecbb9dd40a175803?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2lDODk7inZnmUHbIjUnIwP,Running Away
Aesthetic,Xilo,39,Aesthetic,2,0.714,0.594,-10.63,1,0,0.43,0.965,0.255,0.129,0.45,169.837,4,158436,spotify:track:5nQfC1vjISMUlstveJG7Ge,54,2020-02-14,640,https://i.scdn.co/image/ab67616d0000b2731d07c86d7374a0d77874504d,640,https://p.scdn.co/mp3-preview/8a3205e70d18b5ee441bdc8958973feda8e8be15?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5nQfC1vjISMUlstveJG7Ge,Aesthetic
Levitating (feat. DaBaby),Dua Lipa,88,Future Nostalgia,85,0.702,0.825,-3.787,0,6,0.0601,0.00883,0,0.0674,0.915,102.977,4,203064,spotify:track:5nujrmhLynf4yMoMtj8AQF,84,2020-03-27,640,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,640,https://p.scdn.co/mp3-preview/baa8859b39dc78685642e1adfe60ec5ef8b3a5cf?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby)
Work from Home,Coopex,60,Work from Home,54,0.845,0.669,-7.886,1,8,0.0658,0.181,0.00347,0.0897,0.86,125.014,4,151680,spotify:track:5YNgMxuBxtFsUzPZQACHzy,51,2022-04-15,640,https://i.scdn.co/image/ab67616d0000b273c8d98bf952ffd4a3ab3fb5ea,640,https://p.scdn.co/mp3-preview/b36e24fd9466fe733f9795b21f936266d25d1c2e?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5YNgMxuBxtFsUzPZQACHzy,Work from Home
Bundles (feat. Taylor Girlz),Kayla Nicole,54,Bundles (feat. Taylor Girlz),67,0.939,0.682,-5.931,1,11,0.306,0.00152,0,0.0552,0.584,130.022,4,154806,spotify:track:3QqYZWQLn0evKMIRlGJeeR,64,2021-05-05,640,https://i.scdn.co/image/ab67616d0000b273c585ea29c8ac8212f18e2078,640,https://p.scdn.co/mp3-preview/d1398c9b94da06b51446b5804c037dcdc1f3d1bd?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3QqYZWQLn0evKMIRlGJeeR,Bundles (feat. Taylor Girlz)
Sweater Weather,The Neighbourhood,83,I Love You.,90,0.612,0.807,-2.81,1,10,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,240400,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,92,2013-04-19,640,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,640,https://p.scdn.co/mp3-preview/387541e6cab7e39e27acdb2c80ae6274b1182836?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather
As It Was,Michael Shynes,52,As It Was,46,0.595,0.812,-5.623,1,9,0.0481,0.00321,1.38e-06,0.397,0.483,104.98,4,124571,spotify:track:2rFo71J2EboKXg4Jsz91U3,43,2022-06-17,640,https://i.scdn.co/image/ab67616d0000b2734888c0636679d97fe1ab3f39,640,https://p.scdn.co/mp3-preview/18d8c0a477073cfef0de4214c77f87f4965b1428?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2rFo71J2EboKXg4Jsz91U3,As It Was
Follow Me,Senhit,44,Follow Me,60,0.707,0.867,-4.355,0,6,0.05,0.00453,0.00135,0.123,0.485,122.014,4,158247,spotify:track:0JcHUb7JWlYbEeMgu2J1hs,39,2022-07-08,640,https://i.scdn.co/image/ab67616d0000b273b65fba03699ac06ff30652b2,640,https://p.scdn.co/mp3-preview/8317d6c7487a9868959f5e9572fd37316c11b693?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0JcHUb7JWlYbEeMgu2J1hs,Follow Me
Calling My Phone,Lil Tjay,79,Calling My Phone,15,0.907,0.393,-7.636,0,4,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,205458,spotify:track:3J8EOeKLTLXORtWPpOU5bE,80,2021-04-02,640,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,640,https://p.scdn.co/mp3-preview/379d1239f67ceb2b40e333960c76fb63cd13dca2?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3J8EOeKLTLXORtWPpOU5bE,Calling My Phone
Wicked Game,YES YES,54,Wicked Game,55,0.755,0.835,-6.727,1,9,0.0537,0.0202,0.000999,0.145,0.471,125.005,4,143040,spotify:track:32eEKcVqvAvhtQRqMBGznt,53,2021-12-03,640,https://i.scdn.co/image/ab67616d0000b2730821c1b77a036d92af752424,640,https://p.scdn.co/mp3-preview/15cd0b5b7b0f6387697858dca85bbdbe3aeb808a?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:32eEKcVqvAvhtQRqMBGznt,Wicked Game
You Right,Doja Cat,88,Planet Her,84,0.828,0.621,-6.414,1,8,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,186173,spotify:track:0k4d5YPDr1r7FX77VdqWez,82,2021-06-25,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/4aa6c23f93a15bb342d9928d5345ed426c60d7f1?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0k4d5YPDr1r7FX77VdqWez,You Right
Whoopty,CJ,63,Whoopty,74,0.719,0.648,-7.6,0,3,0.125,0.2,0,0.127,0.66,140.201,4,123263,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,73,2020-08-20,640,https://i.scdn.co/image/ab67616d0000b2735038c2513329a3123b62923d,640,https://p.scdn.co/mp3-preview/48933b2b851c4a8ad6e11c371f40e00002bdeea6?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,Whoopty
Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,0,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,218107,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,80,2015-10-16,640,https://i.scdn.co/image/ab67616d0000b273cc2cf912462d8ae4ef856434,640,https://p.scdn.co/mp3-preview/9d2fb622b129218180d1dc80e6a22f2623172479?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love
When Hello Means Goodbye,Alex Alexander,46,On My Way,44,0.741,0.475,-7.665,1,2,0.205,0.0214,0,0.351,0.597,166.016,4,158160,spotify:track:5TiaU2Q2JZQzO59aV8vtcP,42,2021-10-22,640,https://i.scdn.co/image/ab67616d0000b273d9e1f8488dee1ba29897f045,640,https://p.scdn.co/mp3-preview/df2ce0c7ab2ea46ab2337aa5afb2ca488d90e684?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5TiaU2Q2JZQzO59aV8vtcP,When Hello Means Goodbye
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,75,How Can You Mend A Broken Heart,76,0.601,0.703,-6.24,1,7,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,196213,spotify:track:2cX2coZS1PYBfPs8wgbdWE,75,2020-12-11,640,https://i.scdn.co/image/ab67616d0000b273a1f748bf1c1e69b3e36a21ea,640,https://p.scdn.co/mp3-preview/0d62b32bd71a4e8afb3989523a79a57337ac0012?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2cX2coZS1PYBfPs8wgbdWE,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,68,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],83,0.824,0.862,-3.424,1,2,0.126,0.0076,0.000132,0.303,0.801,122.98,4,169153,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,80,2021-01-15,640,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,640,https://p.scdn.co/mp3-preview/298f47543a9e721733b6bb1cace0603cf300829a?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit
Hawái,Maluma,83,PAPI JUANCHO,77,0.783,0.727,-3.454,0,6,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,199112,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG,75,2020-07-29,640,https://i.scdn.co/image/ab67616d0000b2734805528033046475b63f0fd5,640,https://p.scdn.co/mp3-preview/9451f08902eec92d8874ababcdae9c452b3af53e?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG,Hawái
Mood (feat. iann dior),24kGoldn,74,Mood (feat. iann dior),18,0.7,0.722,-3.558,0,7,0.0369,0.221,0,0.272,0.756,90.989,4,140526,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,82,2021-03-26,640,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,640,https://p.scdn.co/mp3-preview/9f4d2e78c5f0ebb373b28f702597b4f344a8310c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior)
Paid,Astelle,32,Paid,39,0.861,0.631,-10.286,1,8,0.23,0.0188,0.000283,0.0954,0.675,117.993,4,180923,spotify:track:2PVsPD3iUnZFVQ4TQ8zBu6,34,2022-04-29,640,https://i.scdn.co/image/ab67616d0000b2737828236a992e685b3a23d6b8,640,https://p.scdn.co/mp3-preview/7cf9e683fe81f2fea2955dbcdb403f8a43b47d8c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2PVsPD3iUnZFVQ4TQ8zBu6,Paid
drivers license,Olivia Rodrigo,85,drivers license,29,0.585,0.436,-8.761,1,10,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4,242014,spotify:track:5wANPM4fQCJwkGd4rN57mH,86,2021-05-21,640,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,640,https://p.scdn.co/mp3-preview/3a145991602f4a7304d5227ce2268596d0f8e589?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5wANPM4fQCJwkGd4rN57mH,drivers license
Lemonade,Internet Money,72,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,0.799,0.66,-6.153,0,1,0.079,0.256,0,0.111,0.471,140.04,4,195429,spotify:track:02kDW379Yfd5PzW5A6vuGt,74,2020-08-14,640,https://i.scdn.co/image/ab67616d0000b273d46a8fffbe6c8630784f04da,640,https://p.scdn.co/mp3-preview/ecc977276bda2be8d95986fd7f3cf16ec9321bb0?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:02kDW379Yfd5PzW5A6vuGt,Lemonade
K Boy Bye,Astelle,32,K Boy Bye,39,0.547,0.865,-5.058,0,7,0.0483,0.0141,0,0.245,0.638,159.87,4,166354,spotify:track:3OgPctJpAjlqPsGWl0NeoF,34,2022-03-04,640,https://i.scdn.co/image/ab67616d0000b273ebbdcff81734f3ed4baee9a4,640,https://p.scdn.co/mp3-preview/13f9e843374ce0f7a5deeb0eb6f5015aac6bcfc8?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3OgPctJpAjlqPsGWl0NeoF,K Boy Bye
Up,Cardi B,81,Up (Instrumental),70,0.868,0.795,-6.044,1,11,0.269,0.0012,0.0193,0.0461,0.819,166.0,4,156945,spotify:track:1XXimziG1uhM0eDNCZCrUl,72,2021-02-05,640,https://i.scdn.co/image/ab67616d0000b273d619b8baab0619516bb53804,640,https://p.scdn.co/mp3-preview/c71424ce4db24cfba2fd49f56877242a2fb7a1e4?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1XXimziG1uhM0eDNCZCrUl,Up
Just The Two of Us,Kauai45,50,Just The Two of Us,67,0.592,0.214,-13.468,1,1,0.115,0.936,1.62e-05,0.253,0.422,81.672,4,117037,spotify:track:5cwCW4r6ybpSiHWMpMKHoJ,67,2020-11-20,640,https://i.scdn.co/image/ab67616d0000b2737500c5edb1ce8a41fb0c6249,640,https://p.scdn.co/mp3-preview/5b6e9da6b2d8e869562b06af193d2db81e4e1632?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5cwCW4r6ybpSiHWMpMKHoJ,Just The Two of Us
Play With Me,Ana Shine,39,Play With Me,48,0.714,0.666,-6.012,1,6,0.0756,0.223,0,0.102,0.486,95.065,4,178261,spotify:track:0tIpRPEm9IBIWrCSJ9Ublk,30,2022-04-15,640,https://i.scdn.co/image/ab67616d0000b2737f9f3dac27b6f689b0dfd61f,640,https://p.scdn.co/mp3-preview/287c1593771e57e97e520a522289440aea1cf226?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0tIpRPEm9IBIWrCSJ9Ublk,Play With Me
Best Friend (feat. Doja Cat),Saweetie,73,Best Friend (feat. Doja Cat) [Remix EP],45,0.84,0.766,-4.12,1,4,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4,155884,spotify:track:2etHQJxIbV0soyPhelVs9Y,73,2021-01-07,640,https://i.scdn.co/image/ab67616d0000b2739aeed9bbffaac4c99cc4c4d9,640,https://p.scdn.co/mp3-preview/ad05c50db73566e6f8b8e4dcd8ae5749d5eeeba5?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat)
